d4, i0 i1, p2 p2, g3
d4920, i1730, p1096, g1291 g1732
d4921, i2893 i1200, p1200 p2894, 
d4922, i4885, p1731, g2750
d4924, i4923, p1731, g1291 g1732
d4926, i4925, p1731, g1811
d4928, i4927 i288, p1731 p82, 
d4929, i86, p1731, 
d4930, i4251 i6, p1731 p82, 
d4931, i4900, p1731, 
d4932, i4251 i377, p1731 p2849, 
d4934, i3026 i4933, p1731, g444 g1076
d4936, i4935, p1731, 
d4938, i4937, p1096, g22
d4940, i1349 i4939, p1096, 
d4941, i4927 i288, p1096 p82, 
d4942, i4900, p1096, 
d4943, i3026, p1096, g444 g1076
d4945, i4944 i2686, p1096, 
d4946, i4893, p1096, 
d4947, i4217, p31 p32 p4218, 
d4949, i4948, p1096, g839
d4951, i4950, p1731, 
d4953, i4952, p1731, g839 g2720
d4956, i4954 i4172, p4955 p1628 p323, 
d4957, i4457 i4172, p4955, g1458 g943
d4959, i4958 i4172, p4955, 
d4961, i4960 i4172, p4955 p356, g1453
d4962, i4172 i4562, p4955, 
d4964, i4963 i4172, p4955, g440
d4965, i4963 i4172, p4955, g440
d4966, i2776, p4904 p4905, 
d4968, i4967, p26 p1628, 
d4971, i4969 i4970, p26 p1628, 
d4973, i4972, p1731, g22
d4975, i4885, p4974, 
d4976, i288, p4974, 
d4977, i1349, p4974, g1354 g1350
d4978, i86, p4974, 
d4980, i1349, p4979, 
d4982, i4981, p26 p1628, 
d4983, i915, p898, 
d4984, i0, p2, 
d4985, i3707, p894, 
d4986, , p894 p32, 
d4987, , p894 p32, 
d4988, , p894, 
d4989, i2921, p894 p82, g34 g491
d4990, , , g121 g1031
d4991, , , g67 g3924 g187 g495
d4992, , , g54
d4993, i4013, p8, 
d4994, i1191, , g52 g79
d4996, i4995, p1871, g312 g3805
d4997, i4995, p1871, 
d4999, i354, p1871, g4998
d5000, i4960, p1871, g312 g3805
d5001, i3804, p1871, 
d5002, , p1871, 
d5003, , p77, 
d5004, , p29, 
d5005, , p77, 
d5007, , p77, g60 g5006 g430
d5008, , p29, 
d5009, , p29, 
d5011, i182, , g3666 g5010 g91
d5012, , p240, 
d5013, , p240, 
d5014, , p240, 
d5018, i65, , g941 g68 g2824 g5015 g47 g1819 g445 g45 g2708 g945 g495 g845 g67 g195 g5016 g544 g5017 g610
d5019, , p106, 
d5020, , p82, 
d5022, , , g5021
d5024, i5023, , g584
d5025, , , g400 g1918
d5026, i2598, p1642, g1265
d5027, , p82, 
d5028, , p82, 
d5029, , p3233 p198, 
d5030, , , g432
d5031, i7, , g20
d5032, i406, , 
d5033, , , g45
d5034, , , g47
d5035, i288 i288, p82, 
d5036, i288 i288, p82, 
d5037, , , g45
d5038, , p1029 p198, g432 g312 g498
d5039, , p240, 
d5040, , , g729
d5041, , p183, 
d5042, , , g47 g95 g429
d5043, , p3678, 
d5044, , p608, g20
d5045, i4242, p1236, g603 g298
d5046, , , g660 g173
d5047, , p240, 
d5048, , , g2154 g10
d5049, , , g10
d5051, , , g5050
d5052, , , g22 g38
d5053, , , g659 g402
d5054, , p240, 
d5055, , p106, g298
d5056, , p106, g298
d5057, , p106, g298
d5058, , p106, g298
d5059, , , g1487
d5060, i1771, p26 p1029 p230, g4912 g100 g318 g901
d5061, , , g24 g603 g413 g79 g298
d5063, , p5062, 
d5064, , p240, 
d5065, , , g1487
d5067, , , g5066 g1636 g3681
d5068, , p17, g491
d5070, , p82, g5069
d5072, i5071, p104, 
d5073, i4370, p4363, 
d5074, , , g22 g1636
d5075, i157 i475, p1666, g20
d5077, , , g2154 g1999 g1723 g4093 g5076
d5078, , p435, g131 g1999 g451 g3681
d5080, i5079 i1, p279, g273 g45
d5081, , p87, 
d5082, , p77, 
d5083, , p2890, g100 g24 g318
d5084, , p77, 
d5085, , p77, 
d5086, , p87, 
d5087, , p77, 
d5088, , p2890, 
d5089, , p106, g108
d5090, , p124 p112, g45
d5091, , , g1255 g3700
d5092, i572, , g173
d5093, i572, p1954, 
d5094, i2690, p82, 
d5095, , , g754 g1109 g38
d5096, i81, , 
d5097, , p87, 
d5099, , p5098, 
d5100, , , g38
d5102, i5101, , g1109
d5103, i2710 i6, , 
d5104, , , g95 g429 g498 g47 g432 g13 g263
d5105, , p77, g5006 g95 g429 g566
d5107, , , g3031 g36 g2506 g38 g37 g5106
d5109, , p161, g95 g430 g429 g1279 g1645 g5108
d5110, , , g95 g429 g2161 g775 g1645 g483 g22
d5111, i103, p294, 
d5112, , , g95 g498
d5115, , p1029, g95 g3681 g47 g5113 g5114 g432 g22
d5116, , , g95 g1332 g1170 g806 g444 g22 g312
d5117, i638, p240, 
d5118, i638, , g453
d5119, i84, p8, g36 g443 g445 g20 g2876 g158 g485 g3
d5120, , p161, g95 g429 g430
d5121, i7, p8, g36 g573 g3032 g3915 g20 g1102 g90 g485 g1852 g3035 g54
d5122, i7, p8, g36 g573 g3032 g3915 g20 g90 g485 g1852 g3035
d5123, i7, p8, g36 g573 g3032 g3915 g20 g90 g485 g1852 g3035
d5124, i157, p8, g36 g573 g20 g3915 g1102 g485 g1852 g3035
d5125, , p161, g504 g1645 g95 g2161 g5108
d5126, , , g47 g2099 g20 g3681
d5127, , , g47 g2099 g20 g3681
d5128, i157, p26 p8, 
d5129, , p161, 
d5130, , p8, g3031 g36 g573 g20 g37 g485
d5131, , p8, g3031 g36 g573 g20 g37 g485
d5132, , p8, g3031 g36 g573 g20 g37 g485
d5133, , p26 p8, g3031 g36 g573 g20 g3032 g37 g485
d5134, , p8, g3031 g36 g573 g20 g3032 g37 g485
d5135, , p8, g3031 g36 g573 g20 g3032 g37 g485
d5136, , p356, 
d5137, , p356, 
d5139, , p1029 p244, g2052 g36 g5138 g609 g210
d5140, i3911, , g36 g834
d5141, , , g95 g429
d5142, , , g95 g566
d5143, , , g453
d5144, , p161 p82, g486 g5006 g95 g1229 g413
d5145, , p161, g60 g95 g430
d5146, i40, , 
d5147, , , g1301 g95 g263
d5148, , , g36 g2506
d5149, , p161, g428 g413 g95 g430 g429 g486 g566 g5006 g60 g544
d5150, i795, p26 p8, 
d5151, , p356, g2623 g1792
d5152, i103, p104, 
d5153, i259, , g45
d5154, , p435, 
d5155, i103, p161, 
d5156, , p8, g45 g36 g3032 g253
d5157, , p8, g1792 g36 g2506 g20 g158 g253 g2876 g3032
d5159, , , g2033 g574 g2506 g38 g54 g5158
d5160, , , g2506 g253
d5162, i5161, p642, g3031 g36 g2506 g37
d5163, i157, p642, g3031 g36 g2506 g37
d5164, i5161, p642, g3031 g36 g2506 g37
d5165, i84, p104, 
d5166, , p26, 
d5167, , p26, 
d5168, , p77, 
d5169, , p26 p209, 
d5171, i259, p8, g36 g180 g5170 g45
d5172, i259, p8, g52 g38
d5175, , , g2522 g1638 g10 g5173 g574 g20 g5174 g573 g54
d5176, i2961, , g440
d5178, , , g5177
d5179, , , g132
d5181, , p89, g1955 g91 g5180
d5182, , p43, 
d5184, i65, , g68 g5183
d5185, , p43, 
d5186, , p43 p17, 
d5187, , p43, 
d5188, , p43, 
d5189, i65, p43, g34
d5191, i461, p5190, 
d5192, , p43, 
d5194, , , g5193
d5195, , p43, 
d5196, i65, , 
d5197, , p43, 
d5201, i356, p26 p5198, g1276 g1643 g5199 g5200
d5202, i1, p87, 
d5203, i228, , g1204 g2876 g54
d5204, , p8, 
d5205, , p161, 
d5207, i1695, p26, g1930 g5206 g2582
d5209, i5208, p1328, g429 g1173 g1325 g440 g1108 g3977 g1154
d5211, , , g5210
d5213, i2710, p5212, g440 g584
d5214, , p17 p77, 
d5215, , p77, g432 g263
d5216, , , g52
d5217, , p5098, 
d5218, , p82, 
d5219, , , g79
d5220, , p29, 
d5221, i475, , 
d5222, i475, , 
d5223, i475, , 
d5224, i475, , 
d5225, i288, p77, 
d5226, i182, , 
d5227, i182, p29, 
d5228, , p29, 
d5229, , , g763 g79
d5230, i114, p87 p217, 
d5231, i114, p217 p636, 
d5232, i123, p217, 
d5233, , p217, 
d5234, , p217, 
d5235, i114, p636, 
d5236, , p43, 
d5237, , p356, 
d5240, i5238 i392, p26 p5239, 
d5241, i5238 i392, p26 p5239, 
d5242, i5238 i392, p26 p5239, 
d5243, i5238 i392, p26 p5239, 
d5244, , p161, g1025
d5245, i175, p161, 
d5246, , , g752 g2632 g1638
d5247, , p5098, 
d5248, , p5098, 
d5249, , , g38
d5250, , p198, 
d5251, , p198, 
d5255, i5252 i5253, p5254, 
d5258, i5256 i5252, p5257, 
d5261, i5259 i5252, p5260, 
d5264, i5262, p5263, 
d5267, i5265, p5266, 
d5268, i182 i5252, p5257, 
d5270, i5252 i5269, p5260, 
d5272, i5271, p5263, 
d5274, i5273, p5266, 
d5276, , p198, g5275
d5277, , p198, 
d5278, , , g921
d5279, , , g1452
d5280, , p198 p701, 
d5281, i0, p2, 
d5282, i1771, p4220, 
d5284, i1771, p5283, 
d5286, i1771, p5285, 
d5288, i1771, p5287, 
d5290, i1771, p5289, 
d5292, i1771, p5291, 
d5294, i1263, p5293, 
d5296, i5295, p316, 
d5298, i5297, p2715, g1316
d5299, i1771, p895 p316 p5283, g1614 g1316
d5300, i1263, p5293 p895 p316, g1614 g2882 g1316
d5302, i5301, p895 p316, g1614 g2882 g1316
d5304, , p26 p17, g5303
d5305, , , g14 g263
d5306, , , g79
d5307, , p198, 
d5308, , p82, 
d5309, , p89, 
d5310, , p89, 
d5311, i307, p308, 
d5312, , p43 p106, 
d5313, , , g486 g413
d5316, i5314, p5315 p31, 
d5317, i5314, p5315 p31, 
d5318, i5314, p5315, 
d5320, i5314, p5319, 
d5322, i5314, p5321, 
d5326, i288 i5323 i288, p82 p5324 p5325, 
d5327, i288 i5323 i288, p82 p5324 p5325, 
d5328, i288 i5323 i288, p82 p5324 p5325, 
d5330, i5329, p5324, 
d5331, i5329, p5324, 
d5332, i5329, p5324, 
d5333, i5329, p5324, 
d5334, i5329, p5324, 
d5335, i5329, p5324, 
d5336, i5329, p5324, 
d5340, i5329, p5324, g5337 g5338 g5339
d5341, i5329, p5324, g5337 g5338 g5339
d5342, i5329, p5324, 
d5343, i5329, p5324, g5337 g5338 g5339
d5344, i5329, p5324, 
d5345, i5329, p5324, 
d5348, i288 i5346 i288, p5347 p5324 p82, 
d5351, i1798 i5349, p5350, 
d5354, i5352 i1798 i5349, p5353, 
d5355, i5352 i5349, p5353, 
d5357, i5352 i5349, p5356, 
d5361, i5358 i5359, p26 p356, g5360
d5363, i5362 i5359, p5362, 
d5364, i5358 i5359, p356, 
d5365, i5358 i5359, p356, 
d5366, i5358 i5359, p356, 
d5367, , p240, g298
d5368, , p240, 
d5369, , p3233, 
d5370, , p8, 
d5371, i19, p8, g38
d5372, i182, , 
d5374, i5373, , g2026 g1172 g22 g45
d5375, , , g1031
d5376, , , g1458 g943
d5377, , , g1458 g943
d5378, i1523, , 
d5379, i472, p2, 
d5380, i259, p26 p8, 
d5381, , , g413 g1108
d5382, i579, p240 p2, 
d5383, , , g121
d5384, , p1117 p29, 
d5385, , p1396 p29, 
d5386, i175, p161, 
d5387, , p26 p8, 
d5388, , p26, 
d5389, , p26, 
d5390, , p26 p8, 
d5391, , p26 p8, 
d5392, , p26 p8, 
d5393, , p26 p8, 
d5394, , p26 p8, 
d5395, , p26 p8, 
d5396, , p26 p8, 
d5397, i182, , 
d5398, , p87, 
d5400, , p5399, 
d5401, i65, , 
d5402, i4720, p1236, g312
d5403, i65, , g34
d5404, i439, p161 p3771, 
d5405, i4242, , g22 g375 g298 g24 g603
d5406, , p106, 
d5407, i157, p2849, g173
d5408, , p106, g108
d5409, , p106, g1503 g108
d5410, , , g432
d5411, , p240, 
d5413, i5412, , g2878 g3
d5414, , p106, g108
d5415, , p106, g108
d5416, i16, p17, 
d5417, i16, p17, 
d5418, i16, p17, 
d5419, , , g573
d5420, , , g491
d5421, , , g34
d5422, , p106, 
d5423, , p106, g108
d5424, , p26, 
d5425, i572, p356, 
d5426, i1140, p435, 
d5427, , p3233, 
d5428, i247, p8, 
d5429, , , g441
d5430, , , g584
d5432, i4078, p427, g95 g47 g566 g1645 g5431 g483
d5433, i623, , g941 g45
d5434, i623, , g941 g45
d5435, i623, , g45
d5436, i623, , g45
d5437, i623, , g45
d5438, i623, , g45
d5439, i623, , g45
d5440, i623, , g941 g45
d5441, i623, , g941 g45
d5442, i623, , g941 g45
d5443, i623, , g941 g45
d5444, i623, , g45
d5445, i623, , g45
d5446, i623, , g45
d5448, , , g5447 g91
d5450, i1 i5449, p315 p1451 p2, 
d5451, i5449, p2, 
d5452, i5449, p2, 
d5453, i5449, p2, 
d5455, i5454, p2, 
d5456, i5454, p2, 
d5457, i5454, p2, 
d5460, i5458, p5459, 
d5461, i5458, p5459, 
d5463, i5462, p2, 
d5464, i5462, p2, 
d5465, i5462, p2, 
d5467, i5466, p2, 
d5468, i5466, p2, 
d5469, i5466, p2, 
d5471, i5470, p316, 
d5472, i5449, p2, 
d5473, i5449, p2, 
d5474, i5454, p2, 
d5475, i5462, p2, 
d5476, i5462, p2, 
d5477, i5462, p2, 
d5478, i5470, p316, 
d5480, i5479, p2, 
d5481, i5458, p5459, 
d5482, i5479, p2, 
d5483, i5470, p316, 
d5484, i5449, p2, 
d5485, i5454, p2, 
d5486, i5458, p5459, 
d5487, i5462, p2, 
d5488, i5466, p2, 
d5489, i5470, p316, 
d5490, i5479, p2, 
d5491, i5458, p5459, 
d5492, i5479, p2, 
d5493, i5470, p316, 
d5494, i5449, p2, 
d5495, i5449, p2, 
d5496, i5454, p2, 
d5497, i5462, p2, 
d5498, i5462, p2, 
d5499, i5462, p2, 
d5500, i5466, p2, 
d5501, i5470, p316, 
d5502, i5449, p2, 
d5503, i5454, p2, 
d5504, i5462, p2, 
d5505, i5466, p2, 
d5506, i5462, p2, 
d5507, i5479 i1, p2, 
d5508, i5449, p2, 
d5509, i5454, p2, 
d5510, i5462, p2, 
d5511, i5466, p2, 
d5512, i5479, p2, 
d5513, i5479, p2, 
d5514, i1 i5449, p2, 
d5515, i5449, p2, 
d5516, i1 i5462, p2, 
d5517, i5462, p2, 
d5518, i1 i5449, p2, 
d5519, i1 i5462, p2, 
d5520, i1 i5449, p2, 
d5521, i5449, p2, 
d5522, i1 i5462, p2, 
d5523, i5462, p2, 
d5524, i5449, p2, 
d5525, i5449, p2, 
d5526, i5454, p2, 
d5527, i5454, p2, 
d5528, i5458, p5459, 
d5529, i5462, p2, 
d5530, i5462, p2, 
d5531, i5466, p2, 
d5532, i5466, p2, 
d5533, i5470, p316, 
d5534, i5479, p2, 
d5535, i5479, p2, 
d5536, i5479, p2, 
d5537, i5479, p2, 
d5538, i5479, p2, 
d5539, i5479, p2, 
d5541, i5540, , 
d5542, , , g845
d5543, i5479, p2, 
d5544, i5479, p2, 
d5545, i5449, p2, 
d5546, i5462, p2, 
d5547, i5449, p2, 
d5548, i5462, p2, 
d5549, i182, p183 p82, g521 g1918
d5550, i228, , 
d5552, i81, , g5551
d5554, i5553, p8 p82, 
d5556, i5555 i228, , 
d5557, i175, p8, 
d5558, , p8, 
d5559, i175, p8 p82, g1376 g527 g5010 g79 g379 g2154 g1204
d5560, i1153, , g210
d5561, , , g806 g1170
d5562, , , g79
d5563, i278, , 
d5564, i5352, p5347, 
d5566, i5565, p5347, g5338
d5567, i5352, p5347, 
d5568, i5352, p5347, 
d5569, i5352, p5347, 
d5570, i5352, p5347, 
d5572, i5571, p5347, 
d5573, i5352, p5347, 
d5574, i688, p5347, 
d5575, i688, p5347, 
d5576, , p230, 
d5578, i81, p5577, 
d5579, , p77, 
d5580, , , g79
d5581, , p26 p77, 
d5582, i175, p87, 
d5583, , p26 p77, 
d5584, , p77, 
d5585, , p161, 
d5586, , , g485 g36 g1104 g3703
d5587, , p104, 
d5588, i175, , 
d5589, , , g38
d5590, , p161, 
d5592, i1519, p17 p5591 p82, g34 g430
d5594, i5593, p17 p5591 p82, g34 g430
d5595, i1791, p2, g432 g180 g75
d5596, i175, , 
d5597, i374, , g413 g450
d5598, i259, , g22 g38
d5599, , p104, g402 g1634
d5601, i5600, , g714 g1563 g602 g440 g1321 g1314 g1819
d5604, i426, p344, g5602 g34 g5603 g501 g5431
d5605, , p327 p77, g432 g95
d5606, i352, , g180
d5607, , , g1108
d5608, i123, , 
d5609, , , g2627 g284 g3 g3916
d5610, i579, , 
d5611, , , g432
d5612, , , g573 g36 g1103
d5613, i4692, p796 p26, 
d5614, i175, p26 p8, 
d5615, , p87, 
d5616, , p77, g765 g22
d5617, , p106, 
d5618, , p17, 
d5619, , , g45
d5620, , p26, 
d5624, , , g5621 g5622 g527 g5623 g2789
d5625, , p87, 
d5626, , p3233, 
d5627, i5600, p356, g143 g95 g22 g566
d5628, i1537, , 
d5629, i646, p77, g180
d5631, i7, p8, g5630
d5632, i157, p8, g573 g3035 g20 g2154
d5634, i5633, p2, g3948 g1938
d5635, i157, p8, g1024 g10 g573 g3032 g20 g36 g37 g1850 g54
d5636, i572, p8 p2849, g659 g660 g402 g173 g253
d5637, , , g659 g1295 g402 g2840 g658
d5638, , , g413
d5639, , , g413
d5640, i382, p2051, 
d5641, i572, , 
d5642, i4013, , g4014 g4015
d5643, , p26, 
d5644, , p26, g793
d5646, , , g47 g5645 g1279 g2161 g3681
d5647, i646, p87, 
d5648, , p77, 
d5649, , p106, 
d5651, i5650, p240, g14
d5652, , , g20
d5653, , , g20
d5654, , , g20
d5655, , , g90 g20
d5656, , , g90 g20
d5657, , , g90 g20
d5658, , , g90 g20
d5659, , , g90 g20
d5660, , , g90 g20
d5661, , , g90 g20
d5662, , , g90 g20
d5663, , , g90 g20
d5664, , , g90 g20
d5665, , , g90 g20
d5666, , p1236, g349 g20 g415 g38 g722 g350 g501
d5668, , p1236, g349 g20 g415 g38 g722 g350 g90 g5667 g501
d5669, , p1236, g349 g20 g415 g38 g722 g350 g5667 g501
d5670, , p1236 p89, g9
d5671, i406, , g2876 g158 g20
d5672, , , g90 g20
d5673, , , g486 g413 g429
d5674, , , g1399 g834 g846 g563 g3 g1024 g188 g759 g551
d5675, , p77, 
d5676, , p240, 
d5677, , , g90 g20
d5678, , , g90 g20
d5679, , , g90 g20
d5680, , , g90 g20
d5681, , , g90 g20
d5682, , , g90 g20
d5683, , , g90 g20
d5684, , , g90 g20
d5685, , p17, 
d5687, , p1310, g573 g2142 g2141 g5686 g2143
d5688, i123, , 
d5689, i123, p124, 
d5692, i1071, , g5690 g5691
d5693, , p106, 
d5694, , p106, 
d5695, , p106, g108
d5696, , p106, g1503 g108
d5697, , , g45
d5698, , , g261 g24
d5699, i1943, p26, g75
d5700, , , g95 g429
d5701, , , g95 g483 g429 g2162
d5702, , , g95 g429
d5703, , , g95 g429
d5704, , , g95 g429 g2162
d5705, , , g95 g429
d5706, , , g95 g429
d5707, , p240, g312
d5709, , , g5708 g2499 g2788 g1301
d5710, , , g34
d5711, , p240, 
d5712, , p240, 
d5713, , p240, 
d5714, , p240, g584
d5715, , p161, g22 g430
d5716, i2598, , 
d5718, i5252 i5717, p17, 
d5719, , , g413 g95 g1170 g486 g432 g45
d5720, , , g1025 g75 g210 g45
d5721, , , g121 g1031
d5722, , p26, 
d5723, i1140, p1962, 
d5724, , , g1854
d5726, , , g5725
d5727, , , g660
d5728, , p8, 
d5729, , , g20
d5730, i40, , 
d5731, i1101, p8, 
d5732, i84, , 
d5733, , p26, g615 g210
d5734, , p356, 
d5735, , p356, 
d5736, , p8, 
d5737, , p244, 
d5738, , p244, 
d5739, , p244, 
d5740, , p244, 
d5741, i5079, p8, 
d5742, i5079, p161, g515
d5743, i5079, , 
d5744, i5079, p8, 
d5745, i5079, p8, 
d5746, i5079, , 
d5747, i5079, p8, 
d5748, i1101, p8, 
d5749, i1101, p8, 
d5750, i1101, p294, 
d5751, i1101, p294, 
d5752, i157, p8, g20
d5754, i5753, p3771, 
d5756, , p77, g5755
d5760, , , g5757 g549 g3848 g5758 g5759 g350 g552 g2046 g451
d5761, , , g1634 g563
d5762, , , g22
d5763, , p1666, 
d5764, , , g38
d5765, i81, p8, g1102 g158 g45
d5766, i228, , 
d5768, , p26, g763 g4526 g52 g79 g5767
d5769, , p26, g765 g312
d5770, , p26, 
d5772, i406, p26, g5771 g4527
d5773, , p26, 
d5774, i572, , g22
d5776, i5775, , g1265 g838
d5777, , p29, 
d5782, i5778, p435, g1563 g1332 g5779 g1320 g839 g1170 g1564 g610 g1138 g5780 g2886 g1334 g5781 g2883 g519
d5783, , , g1227
d5785, , , g5784
d5788, i5786, p5787, 
d5789, i5786 i16 i1, p17 p5787 p2, g1757
d5790, i3352, p3353, g5017
d5792, i5791, p3851, 
d5793, i5791, p3851, g1076
d5796, i5794, p327 p5795, g1251
d5798, i3352, p3353, g68 g1757 g5797
d5799, , , g718
d5800, , , g38
d5801, i16, p17, 
d5802, i66, p17, 
d5803, i16, p17, 
d5804, i16, p17, 
d5805, i16, p17, 
d5806, i16, p17, 
d5807, i16, p17, 
d5808, , , g801 g79 g270
d5809, i1791, , 
d5810, i572, p8, g573 g36 g2506 g3
d5811, , , g36 g2506 g3
d5812, i572, p8, g573 g36 g2506 g37 g3
d5813, , p8, g1025 g1204 g3
d5814, , , g34 g312
d5815, , p8, 
d5816, , p356, 
d5817, , , g1229 g1279 g1833 g566
d5818, i406, p1521 p161, g22 g770
d5819, i406, , g778 g602 g298 g440
d5820, i439, , 
d5821, , p583 p77, g515 g210 g52 g498 g602 g491 g453 g312 g501 g75
d5822, , p87 p1742, g45
d5823, i3804, p26, 
d5824, , p77, g20
d5825, , , g95
d5826, i259, , 
d5827, , p161, 
d5828, , , g806 g413 g4528
d5829, i537, p583, 
d5830, i537, p583, 
d5831, i537, p583, 
d5832, i406, , 
d5833, i406, p583, 
d5834, , p1236, 
d5835, i354, , g778
d5836, i1523, , g312 g20
d5837, i406, p1236, 
d5838, , , g90 g20
d5839, i439, , g5050 g602 g778
d5840, i406, , g432 g312
d5841, i406, , 
d5842, , p2769, 
d5843, i406, , 
d5844, i2906, , 
d5847, i2001, , g2223 g1563 g24 g5845 g1333 g445 g743 g1138 g602 g5846 g610
d5848, i406, p583, g22
d5850, i406, p43 p5849, g602 g440 g52
d5851, , , g440
d5852, , p356, 
d5853, i439, , g121
d5856, , p5854 p1641, g36 g1265 g485 g2154 g846 g5855
d5857, , p5854, g2154 g45
d5858, , , g5855 g443
d5859, , , g5855 g443
d5860, i439, p43 p583, 
d5861, i537, , 
d5862, , , g602 g440 g743
d5863, , , g602 g440 g743
d5864, , , g602 g440 g743
d5865, , , g602 g440 g743
d5866, i354, , g602 g440 g743
d5867, , p3233, 
d5868, , p3233, 
d5869, , p3233, 
d5870, , p3233, 
d5871, , p701, 
d5872, , p356, 
d5873, , p356 p583, 
d5874, , p356, 
d5875, , p356 p583, 
d5876, , p356 p583, 
d5877, i439, , 
d5878, , p356, 
d5879, , p356, 
d5880, i406, , 
d5881, i406, , 
d5882, , p106, 
d5883, i4720, p1236, 
d5884, , , g440 g52
d5885, , , g445
d5886, i406, , 
d5887, i182 i288 i288, p26 p583 p82, g1376
d5888, , p77, g47 g491 g34 g45
d5889, i572, p8, g573 g36 g2506 g37 g3
d5890, , , g793
d5892, i5891, p104, g793
d5893, i572, , 
d5894, i406, , 
d5895, , , g573 g20
d5896, , p356, g444
d5897, , p356, 
d5898, i4720, p1236, g602 g52 g770
d5899, , p583, g52 g584 g312 g770 g298
d5900, , p356, g1458 g943
d5901, i4720, p1236, 
d5902, , , g2882
d5903, i406, , 
d5904, i406, , 
d5905, i406, , 
d5906, , p240, g1315
d5907, , p106, g440
d5908, i406, , g778 g52 g298
d5909, i5079, p104 p26, 
d5910, i1943, , g1819
d5911, , p198, 
d5912, i638, , 
d5913, , p1236, 
d5915, , , g5914
d5916, , p82, 
d5917, , p82, 
d5918, i157, , g3031 g36 g573 g3032 g20 g1204 g37 g1850 g3
d5919, i475, p1666, 
d5920, , p26 p77, 
d5921, i288, p3346 p82, 
d5922, , p104, 
d5926, i1368 i829 i5923 i5924, p4143 p5925, g1265
d5927, i65, p1157, g838 g445 g3 g1265 g190 g235
d5929, i392, , g2094 g5928 g1265
d5930, i4435, p87, 
d5931, , , g899 g1458 g943 g1453 g838
d5932, , p583 p1236, g2223 g1458 g1315 g943
d5934, i5933, , g921
d5936, i182, p26 p240, g4818 g5935
d5937, , , g899 g838
d5938, , , g899 g838
d5939, , , g899 g838
d5940, , , g899 g838
d5941, , , g921 g2226 g1313
d5942, , , g921 g2226 g1313
d5943, , , g921 g2226 g1313
d5944, , , g921 g2226 g1313
d5945, , , g921 g2226 g1313
d5946, , , g921 g2226 g1313
d5947, , , g921 g2226 g1313
d5948, , p894, g838 g45
d5950, i5949, p240, 
d5952, i5951, p315, g2081 g45
d5953, i1 i5951, p315, g1315
d5955, i1 i5954 i5951, p315 p1451 p2 p26, g1313
d5957, i1 i5951, p315, g1350 g5956 g838
d5958, i1 i5951, p315, g923 g943 g945 g1350 g5015
d5959, i5951, p315, 
d5960, i5951, p315, g899 g838
d5962, i5951, p315, g2081 g757 g1313 g3 g602 g440 g5961 g943 g1769 g731
d5963, i1 i5951, p315, 
d5964, i1 i5951, p315 p2, g923 g945
d5965, i4259, p183, g603
d5966, i1373, p183, g24
d5967, , p3233, 
d5968, , p3233, 
d5969, i288, p26 p82, 
d5970, i1485, p26 p183, 
d5971, i392, p183, g298
d5972, i354, p183 p4158, g602
d5973, i4911, p26 p183, 
d5975, i554 i5974, p26 p183, g603
d5978, i5976 i5977, p161 p26, g24 g498 g52 g22 g602 g1980 g375 g312 g1076
d5978, i5976 i5977, p161, g24 g1076
d5979, i307, , 
d5980, i4746, p26, 
d5981, i406, , 
d5982, i3804, , 
d5983, , , g24 g298
d5984, i4247, , g24
d5985, , p356, g3805
d5986, i3804, , g52 g60 g312 g498
d5987, i406, , g312 g95 g430 g298
d5988, i406, , g602 g312 g95 g430 g298
d5989, i4247, , g298
d5991, i5990, , 
d5992, i5977, , 
d5995, , p3233 p5993 p1641 p5994, 
d5996, , p3233, 
d5997, , p3233 p43, 
d5998, i0 i897, p2, g1076
d5999, i65, , 
d6002, i6000, p6001, g24
d6003, i1519 i16, p17, 
d6004, i1, , g52 g187 g24 g195
d6006, i6005, p2, 
d6008, i1771, p6007 p230, g1076
d6012, i688 i6009 i6010, p6011, g2611 g2026 g22
d6013, , , g20
d6014, , p8, 
d6015, , , g584
d6016, i1368, p87, 
d6017, i1, , 
d6019, i6018, p77, 
d6020, i426, p427, g47
d6022, i6021, p77, 
d6023, i4078, p427, 
d6024, i392, p435, 
d6025, i426, p427, 
d6027, i1537, p77, g68 g95 g774 g429 g431 g22 g775 g6026 g495 g312
d6028, i572, p8 p2849, g54 g173
d6029, , p198, 
d6030, i2690, p608, 
d6031, i0 i897, p895, g1076
d6032, , p894 p2890, 
d6033, , , g68 g3924 g67 g776 g495 g453
d6034, , p87, g312
d6035, , p77, g95 g429 g430 g498 g566 g312
d6036, , , g444 g312 g445
d6037, , , g1225
d6039, i6038, , 
d6040, i392, , g2094
d6041, , , g485 g36 g1243 g22
d6042, i157, p8, g485 g36 g3032
d6043, i157, p8, g485 g36 g3032
d6044, i157, p8, g485 g3032 g36 g2506 g253
d6045, i157, p8, g36 g573 g20 g90 g485 g1852 g3035
d6046, i157, p8, g485 g36 g3032 g253
d6047, i40, p8, g485 g36 g3032
d6048, i628 i7, p8, g36 g573 g20 g3915 g90 g5170 g485 g1852 g3035
d6049, i157, p8, g36 g573 g20 g22 g1102 g2611 g485 g1852 g3035
d6050, i7, p8, g45 g36 g10 g573 g3032 g20 g90 g485 g1852 g3035
d6051, i157, p8, g485 g36
d6052, i7, p8, g36 g573 g3032 g5170 g20 g1102 g90 g3915 g485 g1852 g3035 g54
